	logFC	logCPM	F	PValue	FDR
SUMO2P21	-1.02159673943162	1.44464885934107	4.15734273748909	0.0453888493898506	0.334435998761491
SEMA3F-AS1	1.27027066585504	0.496258487466186	4.15731336003211	0.0453895888806366	0.334435998761491
AMER3	0.227301148325074	6.16103870601918	4.15719531910481	0.0453925603436494	0.334435998761491
BACE1	0.279589330759134	6.71197180032372	4.15692517534366	0.0453993615050254	0.334435998761491
GCH1	0.951387952077894	1.15684479724402	4.15311792173109	0.0454953302229553	0.335082926521211
RNF113B	-1.56291685634547	0.472497270221411	4.15177926096438	0.0455291255665018	0.335271784257621
KLF5	0.544072664071719	2.57682722716745	4.15136264094356	0.045539648928668	0.335289232577767
PTCHD1	0.322679308572478	5.18015637222353	4.15064594705822	0.0455577579649646	0.335362514772529
CNDP2	0.295219223934353	6.50229235336806	4.14900207991666	0.0455993236655639	0.335608410439947
MAPK8IP1	0.214871348413396	7.04590594742955	4.14866027388391	0.0456079714754513	0.335611987664738
PREP	-0.369904911396365	5.49592315779299	4.14721056405518	0.0456446693006683	0.335821936239663
CHD2	0.224053351242652	7.79165796845757	4.14529747762645	0.0456931457608865	0.336118453253605
PYGO2	0.277724035375718	4.93908757856188	4.14447240351401	0.0457140697821275	0.336212224904504
PLIN1	0.927774805980792	1.31791276515321	4.14403730924513	0.0457251080100135	0.336233269200957
MVB12B	0.275526706871176	5.46002738108635	4.14212882768464	0.0457735596672769	0.336529371270951
POLQ	0.732610232735087	1.66011258128665	4.13996394268294	0.045828587837347	0.336873709666019
SGCG	1.16259502057897	0.433909634804649	4.1395762007141	0.0458384511978924	0.336885989858326
SCARNA20	-1.22908799894098	1.03740999278701	4.13614447554635	0.0459258471527723	0.337467983367047
SCUBE2	0.852140138338952	1.37750920244698	4.13570025997425	0.0459371731533965	0.337490898707819
ING3	-0.57084986486902	3.30707746844383	4.13477244545283	0.045960839020129	0.337604448107843
PIP4K2A	0.355995226517209	6.16985333245895	4.13436982390307	0.0459711128246858	0.337619603384726
SMG1P5	0.467764520738656	5.94684624485284	4.13393025562317	0.0459823322385755	0.337641696723255
SPAG5-AS1	1.17700273114785	0.668835823626645	4.13318418758214	0.046001381427093	0.337698696418784
LTA4H	0.344856756147576	4.42591529962632	4.13298090344558	0.0460065733115074	0.337698696418784
MED26	0.388842483761526	3.20943196380982	4.1326614910265	0.0460147323938338	0.337698696418784
ANKRD36BP2	0.383281422498796	4.22657882440515	4.13115516568707	0.0460532310712701	0.337844601442374
ATP11C	0.750479557466994	1.78883340658466	4.13098794695286	0.0460575069920789	0.337844601442374
AIMP1	0.318442341396779	4.62975076356551	4.13091933546731	0.046059261568238	0.337844601442374
EMP3	1.00774587890297	1.05196578543722	4.12668009450377	0.0461678101342533	0.338580408903245
CTU1	0.644083307878688	2.09179790484514	4.12606211604819	0.0461836569210386	0.338610427347102
PAWRP1	1.20114239382335	0.298385760447651	4.12587825711888	0.0461883727380811	0.338610427347102
TPT1-AS1	0.325724576618041	5.0941119603673	4.12426673151619	0.0462297291728405	0.338853202065455
UNC45A	0.294664033819662	5.36735250051367	4.12385419163	0.0462403225693355	0.338870444493152
RGS2	0.596244596289735	3.38880782306864	4.12125330651154	0.046307169690085	0.339271260734424
LCN15	-1.01145985846515	1.17778231393924	4.12108429483832	0.0463115171814767	0.339271260734424
CLCN6	0.192854787218632	6.60959207862294	4.11879911953657	0.0463703420629305	0.339641693200517
WDR49	0.909599348692958	1.25349097725519	4.11824177861783	0.0463847013370293	0.339686361349715
NAP1L5	-0.441235508154133	6.47499216688747	4.11584332120439	0.0464465497330267	0.339924656693539
CCDC9B	0.546889936297227	2.92126308869722	4.11576126756971	0.0464486672026625	0.339924656693539
SCN5A	-0.874369878379484	2.51666902170742	4.11573434113114	0.0464493620869211	0.339924656693539
LEF1	0.663617071332675	1.66092812197958	4.11549521611268	0.0464555336222382	0.339924656693539
BHLHA15	-1.25638496085302	1.15107981092705	4.11537741761619	0.0464585741881734	0.339924656693539
PCBP2P1	0.781914870527513	1.67427788268715	4.11387836752654	0.0464972858113328	0.34010516535718
FAM201B	-1.37156844746598	0.761743340342076	4.11378156074017	0.0464997869561787	0.34010516535718
SPG11	0.233601266790946	5.70892082170575	4.11296163733454	0.0465209767003593	0.340199637545576
SLIT2	0.248089690366873	6.5356570241921	4.11167042232564	0.0465543674328753	0.340372432448085
ZNF85	0.672503724255601	2.32646048678911	4.11103191189841	0.0465708888272896	0.340372432448085
LRIF1	0.392317791324642	3.7990535456852	4.11095594130993	0.0465728549800295	0.340372432448085
ZNF493	0.280229934142815	5.81244363436955	4.11037601613715	0.0465878666551272	0.340372432448085
ELOVL2-AS1	1.31312246003027	0.502779276484586	4.10953448926965	0.0466096593197807	0.340372432448085
LIX1L	0.51613042556632	3.18943809414797	4.10837650221845	0.0466396652101049	0.340372432448085
POTEJ	-1.01993643464231	1.1411197296819	4.10772360311351	0.0466565923967922	0.340372432448085
KCNH7-AS1	1.21799761609665	0.194111965286522	4.22491884428097	0.0466604879347328	0.340372432448085
MRPL42P1	1.34444025752983	0.188842581363724	5.30979060437995	0.0466604893647232	0.340372432448085
LCTL	1.49665005293781	0.196419221587141	6.09445411881361	0.0466604897071823	0.340372432448085
SOWAHCP5	1.40399895063297	0.186238095856757	6.20627267854173	0.0466604901238505	0.340372432448085
CHRDL2	1.46198065523843	0.239357933421317	4.62816227926279	0.0466604902173202	0.340372432448085
LHCGR	1.39302511899352	0.164841136187731	6.87715893590004	0.0466604906226062	0.340372432448085
COX7BP6	1.45113158876903	0.193371029507837	6.27933157198857	0.0466604912867183	0.340372432448085
BTG2	0.470169743281805	3.88658032818238	4.10584922744904	0.0467052246753439	0.340638318313257
HS1BP3	-0.333028379898209	4.39277599461845	4.10519708604546	0.0467221578702379	0.340701388832095
ETV7	1.26433112834416	0.415188158026308	4.10404109873207	0.0467521899770664	0.340859938272512
TPM4	-0.245543012486914	6.74699267019859	4.10267698035453	0.0467876560561427	0.340916236958508
FBXO16	-0.594480861148173	2.77946443873845	4.10248748340522	0.0467925851352028	0.340916236958508
RNF181	0.500011201205136	3.06189413494522	4.10213800694547	0.0468016769740039	0.340916236958508
ANKRD20A19P	1.36815193285496	0.468245561123093	4.10196834663009	0.0468060914760481	0.340916236958508
CNBP	0.447830549403254	6.99595474057397	4.10189747088706	0.0468079357711963	0.340916236958508
HSPBP1	-0.263783257028962	4.930767459626	4.1018313478021	0.0468096564656551	0.340916236958508
MAIP1	0.479768786907399	2.85076413244997	4.10078047895245	0.0468370119715135	0.340935733690338
ADGRA1	-0.253727996058931	5.93596997599338	4.10077656011533	0.0468371140163197	0.340935733690338
COMMD6	0.573659949287909	3.05870775579606	4.10077298199871	0.0468372071891226	0.340935733690338
TXNDC9	-0.510445940988085	3.44945879813744	4.1000290264741	0.0468565838560401	0.341016412063782
MGAT4C	0.354454663336134	4.84150370778275	4.09919327946121	0.0468783615969912	0.341105196802868
S1PR3	0.489584556230903	2.90326356489354	4.09892426537868	0.0468853738407054	0.341105196802868
EEF1AKMT2	0.338971856735183	4.35616093291842	4.09848064253755	0.0468969399895032	0.341128988566844
TMEM11-DT	0.898661664227696	1.32312508354836	4.09766794901903	0.0469181365519846	0.341200318270952
KRT6A	-1.46318713370926	0.261465902209155	4.14581142261729	0.0469233414353657	0.341200318270952
RNU5F-1	-1.31214641496777	0.346803002924179	4.09423264752629	0.0470078499583399	0.341743862497792
NUPR2P1	1.14969069515553	0.694493145694963	4.09397011039629	0.0470147137682395	0.341743862497792
LHPP	0.300592443457049	4.47676767592282	4.09293184915346	0.0470418688283775	0.341880814107968
LMCD1-AS1	0.557255809132668	2.42426195993093	4.09169556404225	0.0470742251656159	0.341981274495379
C6orf118	1.17886858295191	0.722148636879883	4.09154305841845	0.047078218242396	0.341981274495379
MCM2	0.495532368818865	2.4038057841689	4.09129589249887	0.0470846906000656	0.341981274495379
HSD17B1	0.864408977791775	1.39593747280155	4.09086140536981	0.0470960705336944	0.341981274495379
RASSF1	0.545974714177759	3.00763056187087	4.09055984857318	0.0471039705487772	0.341981274495379
TTYH1	-0.324931546807464	6.54854670566339	4.09017985465111	0.0471139274530519	0.341981274495379
MKS1	0.360478065650494	3.71921556628812	4.09004338548445	0.0471175038817758	0.341981274495379
ZFHX3	0.391116479001586	5.82156006601779	4.08986324582618	0.0471222252259441	0.341981274495379
METTL2A	0.353924649945254	3.57565156317077	4.08944119603804	0.0471332888790197	0.342001206759359
METTL17	0.369739975444449	3.71221263285946	4.08815999081391	0.0471668916982528	0.342184648311954
LILRB5	1.05168805387565	0.452024611635579	4.08708660787079	0.0471950637715709	0.342211292950087
PLA2G12A	0.330451083554686	4.87769587733451	4.08684099242182	0.0472015127635831	0.342211292950087
RPL13P5	0.728690272843214	1.9231667322331	4.08673178421127	0.0472043804901059	0.342211292950087
ZBTB1	0.309851510198283	4.93428574385325	4.08666008715615	0.0472062633038394	0.342211292950087
GAP43	-0.337441407541208	7.91847205609439	4.08600306410231	0.0472235209558701	0.342211292950087
NUDT4B	0.429274085839974	5.91834056102431	4.08597345955141	0.047224298722206	0.342211292950087
SEC61G	0.604314337217377	3.20234625670954	4.08559726201521	0.0472341833324307	0.342211292950087
PGM5	1.21510782147864	0.903928107086401	4.08546886632982	0.0472375574472329	0.342211292950087
CLP1	0.683695084001272	2.08533508480629	4.08496928138548	0.0472506885345842	0.342211292950087
MPLKIP	0.373347188746501	3.78679471815081	4.08485141919166	0.0472537869983121	0.342211292950087
TMIGD3	1.01081381163526	1.01084522148997	4.08346637269108	0.0472902147470492	0.342382214416993
RN7SL801P	-1.24029987933522	0.420287441904156	4.08332094769013	0.0472940412910632	0.342382214416993
MAN1A1	0.341083516877074	4.79989207075564	4.08161382848312	0.0473389854453269	0.342647259551459
PCYOX1	0.344899585091386	6.32403794228315	4.08034392711065	0.047372448670336	0.342791771762657
ARHGDIA	-0.212409966815848	6.87520260338838	4.08000839165298	0.0473812946453022	0.342791771762657
FAM3D-AS1	-1.41035373388167	0.35203320399956	4.07990730986503	0.0473839598905384	0.342791771762657
ANO7	0.904534280657951	1.79087023921586	4.07832617421366	0.0474256711148666	0.343033174361181
LDB2	-0.393530738066135	6.75640737256641	4.07710186813907	0.0474579962192753	0.343105157819973
RBAK	0.305657772357191	4.74829781991304	4.07709875353782	0.0474580784837962	0.343105157819973
BMI1	0.350094273341025	5.02663890715379	4.07700120374654	0.047460655099222	0.343105157819973
NADK	0.279207503244594	4.82006445374028	4.07602843729906	0.0474863573730511	0.343230623163976
PFKFB4	0.470805991062182	2.68916579910863	4.07513033243479	0.0475101002974919	0.343341884750943
AP1M2	1.23779160305783	0.249832513475425	4.11982512892316	0.0475924582337162	0.343876626703639
LYPD6	0.602257474780931	2.74880740523195	4.07149160430322	0.0476064275330833	0.343917129332464
PRDM16	0.459910907899881	4.06084951823817	4.07096508433237	0.047620383439447	0.343943822121152
IGIP	0.289179919794417	5.19655248705427	4.07059389286972	0.0476302248735324	0.343943822121152
SPRR2G	-1.32790921474649	0.207285509212643	4.07040568685012	0.0476352156366722	0.343943822121152
RPGR	0.423555615670839	4.02517726338249	4.06949080351546	0.0476594841518559	0.344058635590645
INHBA	0.834330049449115	2.17959261731742	4.06870774976083	0.0476802663163999	0.344148244853495
SMIM27	0.827117455464172	1.28706591307442	4.06775202973375	0.0477056442905865	0.344270988632664
YEATS2-AS1	-1.17445665803735	1.06143835498918	4.066851079945	0.0477295812685635	0.344383292114991
ACTN1	0.207554242874607	8.09740106929692	4.06614495568541	0.0477483510729594	0.344458280021069
HUNK	0.325849495237947	5.10707762439406	4.06536431411835	0.0477691109352802	0.34451993465964
NPTX1	0.243522948691563	9.23590825998256	4.06502783805345	0.047778061962497	0.34451993465964
PHLDB1	0.416000319597476	6.91601815955527	4.06484878725627	0.0477828258587532	0.34451993465964
YPEL3	0.243588341836703	7.096805535381	4.06456373352325	0.0477904111697127	0.34451993465964
CCDC167	0.710036105326969	1.67554979492204	4.06256591368389	0.0478436098918947	0.344750539241324
RNASE6	1.2517350269428	0.315169674227372	4.2761984389982	0.0478443197561541	0.344750539241324
THSD1	0.572156454320748	2.72171024856791	4.06241797748091	0.047847551737603	0.344750539241324
H1-0	0.282949067691838	5.99509126139004	4.06182792869176	0.0478632774195404	0.344803428081903
ZFP2	0.657887272896277	2.40952314023957	4.05827601689026	0.047958059221285	0.345425712940837
PKM	-0.316034881537922	9.67890448992378	4.05709613491252	0.0479895889004871	0.345592275934857
TPRA1	0.34226970002559	3.729810001175	4.05662789315834	0.0480021078096163	0.345621900390723
RPS18P5	0.820532194527731	1.66929856429143	4.0549290908755	0.048047556607939	0.345864620659967
ZNF569	0.468789174391589	3.27459290662898	4.05473917078591	0.0480526405114394	0.345864620659967
PNPT1	0.302642800732193	4.28344225614103	4.05438810617084	0.0480620395656862	0.345871730301193
ABCA8	0.585196392711366	3.71846157550264	4.05375644952226	0.0480789559138567	0.345932865663762
ZNF138	0.382002213512497	4.56869727470199	4.05344271474154	0.0480873604118206	0.345932865663762
PNKP	-0.393526812869301	4.07729163900334	4.05200032419773	0.048126020383741	0.346100286084275
DOK7	1.23439483901294	0.641068250060735	4.05191513283239	0.0481283047930056	0.346100286084275
PTCH2	-0.58024905818707	5.09223216991903	4.05163252909862	0.0481358836604078	0.346100286084275
SH3BP5	0.261433088017872	6.07780429029081	4.0504972951821	0.0481663413619292	0.346203104265289
CKAP4	0.280272858189625	4.7473795076544	4.05030706486724	0.0481714471732826	0.346203104265289
ADM	0.989042985100715	1.71111876756655	4.05015825363629	0.0481754416976164	0.346203104265289
PPIL4	0.415129126989561	5.30447277374375	4.04915612627338	0.0482023510198723	0.346335955606701
TRPV5	-1.46213371549973	0.519272646102127	4.04770821743551	0.0482412592426103	0.346358315060653
MIR210HG	-1.32910751281032	0.729407482153096	4.04689725056972	0.0482630663785171	0.346358315060653
RNA5SP149	-0.668324574999176	7.70788157598634	4.04348033116379	0.0483550653985472	0.346358315060653
CEP68	0.242309651161022	6.162457533252	4.04339509664334	0.0483573627208199	0.346358315060653
CXCL12	0.778859717430116	1.59396506745243	4.04185908389623	0.0483987830251147	0.346358315060653
HMGN2P41	-1.34594637947743	0.129229330417015	7.32735376183623	0.0484077175036095	0.346358315060653
H2BC3	1.0475011877993	0.638312527224762	4.04052741618517	0.048434723964834	0.346358315060653
CFAP91	0.405753126635716	3.45416749589776	4.03552601099022	0.0485699667988038	0.346358315060653
RPL36AP50	1.33353412850413	0.148990110851943	5.70002334591136	0.0485781804151537	0.346358315060653
NUP210L	1.38427621677222	0.146691215756572	5.7023344159103	0.0485781806123374	0.346358315060653
LINC00841	1.48776468036871	0.181797772264997	4.77769209432864	0.0485781820652623	0.346358315060653
CPZ	1.46469017584111	0.241301983466552	5.91633917075785	0.0485781859748991	0.346358315060653
FGF16	1.42667524895795	0.207431974960943	6.28008023526118	0.0485781860619475	0.346358315060653
C8orf17	1.48929458043307	0.232497058898971	5.66044641174063	0.0485781866794255	0.346358315060653
CYTH1P1	1.49805255434683	0.159709077035781	7.93689303615263	0.0485781867258833	0.346358315060653
WNT7B	0.853908002267713	2.0213629814807	4.0324772533007	0.0486526083341108	0.346358315060653
PYCARD	1.21449174641035	0.605758758739367	4.03114459446606	0.0486887799419296	0.346358315060653
MTA1-DT	-0.767156315096887	2.01133511972293	4.02934176428011	0.0487377594103163	0.346358315060653
AATK	-0.31253592420279	7.31265432360531	4.02921247896367	0.0487412738924509	0.346358315060653
CDR2	0.388670029704523	4.51409022269211	4.02844335212259	0.0487621874404174	0.346358315060653
LAP3	0.351260030478027	4.19475493102766	4.02807147387212	0.0487723027666591	0.346358315060653
TBC1D3C	-1.78098093842701	0.660850172765277	4.027883665323	0.0487774121412368	0.346358315060653
MTCO1P31	1.22582622255369	0.174125191671872	4.41298365539268	0.0487978570490101	0.346358315060653
VPS26AP1	1.3959474807211	0.258834919186826	4.89248210326641	0.0487978644678911	0.346358315060653
PDYN-AS1	1.56206170359929	0.1445930213859	7.55286144316931	0.0487978665140498	0.346358315060653
NPTX2	-0.82357244116888	5.50717833387616	4.02694741976583	0.048802891548413	0.346358315060653
TAS2R14	0.760540677231617	1.63939633195463	4.02663286544158	0.0488114551994327	0.346358315060653
INSIG2	0.356314213568069	4.63294314982117	4.02451870190878	0.0488690548569484	0.346358315060653
OFD1	0.332567720834845	4.90301088783982	4.02252627682454	0.0489234050448089	0.346358315060653
PPIA	-0.32618557228388	8.01677173211569	4.02150700443703	0.0489512344350548	0.346358315060653
PTGR2	0.472432132435042	2.83864452045357	4.01800766496101	0.0490469078783525	0.346358315060653
ITGB2-AS1	1.22058124541566	0.497700417086203	4.01675026202691	0.0490813351665118	0.346358315060653
LRRC9	-0.865157405486702	1.25232260390606	4.01531570889282	0.0491206446785193	0.346358315060653
SETD5	0.191919469364146	7.9156819720821	4.0140662717514	0.0491549093895259	0.346358315060653
SSBL2P	-1.34258798831227	0.305772546211819	4.01399806541976	0.0491567806316624	0.346358315060653
MANSC4	-1.26740177620718	0.114919892003552	7.53179579814975	0.0491572638851982	0.346358315060653
CKS1BP1	-1.2662613543793	0.0684714502606423	6.5891485558157	0.0491572638851982	0.346358315060653
C10orf55	-1.26741969785134	0.115460042672347	4.89292727599226	0.0491572638851982	0.346358315060653
CLASP1-AS1	-1.27376947184097	0.0956550624039615	8.38811526403863	0.0491572640544109	0.346358315060653
LINC01780	-1.26922708022824	0.0745266331479195	8.77670174530793	0.0491572640797284	0.346358315060653
KRT18P58	-1.2817590605165	0.117985578673874	7.00588261698632	0.0491572642526832	0.346358315060653
GLRXP2	-1.28294799146321	0.0814535982806477	8.19065840123441	0.0491572643285339	0.346358315060653
RMEL3	-1.2843945217988	0.104830419744282	8.19482624598603	0.0491572643409912	0.346358315060653
LINC00355	-1.28893364439017	0.139012102760549	4.27677244939822	0.0491572643928361	0.346358315060653
OR4D9	-1.28747698456881	0.0691209333721567	6.50886354721391	0.0491572643928362	0.346358315060653
GSTM5P1	-1.28747698456881	0.0691209333721567	6.50886354721391	0.0491572643928362	0.346358315060653
LINC01859	-1.28747698456881	0.0691209333721567	6.50886354721391	0.0491572643928362	0.346358315060653
CRTC3-AS1	-1.2921709481555	0.137091882440462	8.15334268181145	0.0491572645102038	0.346358315060653
LINC02317	-1.29853351932322	0.147585213478994	8.06349144082291	0.0491572647089296	0.346358315060653
LINC02337	-1.29518610692292	0.0693328684452514	7.95958078362753	0.0491572647447941	0.346358315060653
GNL2P1	-1.28782513456605	0.0823180832692746	8.88050859211157	0.049157264761202	0.346358315060653
BTF3L4P1	-1.3018115029695	0.110521545420309	9.06348207610045	0.0491572648098834	0.346358315060653
RPL6P6	-1.30263906164132	0.0825879114911182	8.48358726367066	0.0491572648945145	0.346358315060653
PSMD14P1	-1.3084269177862	0.0697475260136316	7.32376666759323	0.0491572649659968	0.346358315060653
LINC02364	-1.30785362174293	0.100857547265341	7.58388038270566	0.0491572650564778	0.346358315060653
HOXA13	-1.31717846174993	0.0827418290762888	8.5505261031051	0.0491572652110953	0.346358315060653
KRT72	-1.31893817781415	0.0760449800700155	7.65453612226058	0.0491572652525771	0.346358315060653
PFN1P11	-1.31914191564115	0.0969164826876014	7.16797993895089	0.0491572652525773	0.346358315060653
NDUFS6P1	-1.31893817781415	0.0700608805178113	6.38466560416429	0.0491572652525773	0.346358315060653
MIR3907	-1.31893817781415	0.0700608805178113	6.38466560416429	0.0491572652525773	0.346358315060653
OR9Q1	-1.30370198359874	0.143115005840648	6.45540564773244	0.0491572652823724	0.346358315060653
BTN1A1	-1.31426739481862	0.0698920632347542	8.03287774096868	0.0491572654074589	0.346358315060653
BARHL2	-1.31456424585041	0.0829274054249509	8.40074071865343	0.0491572654158165	0.346358315060653
LINC00466	-1.32734664689325	0.0833239652466918	7.24549960044765	0.0491572655743421	0.346358315060653
RNFT1-DT	-1.32325353534044	0.137120231518209	7.03087844982149	0.0491572656214678	0.346358315060653
WT1	-1.32731449026139	0.163709205264517	4.88049297446084	0.0491572657398375	0.346358315060653
FAM209B	-1.32944476019812	0.11162383352565	9.01449873722241	0.0491572658244809	0.346358315060653
DHRS9	-1.33808321767835	0.203783587901632	4.74991772424436	0.0491572659492334	0.346358315060653
TMPRSS6	-1.34742879987916	0.0708871138842837	6.26645993592454	0.0491572661650947	0.346358315060653
SIGLEC12	-1.34742879987916	0.0854472070569828	6.83910742433935	0.0491572661650947	0.346358315060653
ATP6V0CP3	-1.3436543173771	0.0707655354364017	7.10174037573519	0.0491572661698559	0.346358315060653
KRT18P36	-1.33379142058397	0.0955558462254138	7.07209046094801	0.0491572662028888	0.346358315060653
TMIGD2	-1.33165809988476	0.118976899440009	8.15446131581524	0.049157266362293	0.346358315060653
LINC02870	-1.34635290498791	0.106658664321111	7.8986133899908	0.0491572666897492	0.346358315060653
LINC01752	-1.34806275218353	0.0844738831731803	9.71997297839047	0.0491572669219136	0.346358315060653
OR52L1	-1.3550057247632	0.0819304419260106	8.30462428597358	0.0491572669974266	0.346358315060653
SBF1P2	-1.36562603531022	0.0713846174288043	6.96545805581061	0.0491572670031147	0.346358315060653
RNU4-82P	-1.36559772278962	0.0713681973996245	8.39684111757809	0.0491572672442816	0.346358315060653
LINC01643	-1.37792752474535	0.100019480010521	8.74132145400352	0.0491572673913071	0.346358315060653
LIN28AP2	-1.33941120154971	0.106233565914008	6.48340564957922	0.0491572674118055	0.346358315060653
GSX1	-1.35128040921643	0.0833946189316467	8.8537526967296	0.0491572677167273	0.346358315060653
TUBB8P2	-1.35386241164012	0.0773537828078818	9.2156116245001	0.0491572677502308	0.346358315060653
LINC00200	-1.37889363202135	0.219990541044924	5.52692981023007	0.049157267759156	0.346358315060653
XXYLT1-AS2	-1.38036373273401	0.106590674825443	9.00110053973468	0.0491572677916158	0.346358315060653
LGALS14	-1.39368379243681	0.0721755697770786	6.06150231295264	0.0491572680044134	0.346358315060653
POLD2P1	-1.39368379243681	0.0721755697770786	6.06150231295264	0.0491572680044134	0.346358315060653
NDUFS5P3	-1.39368379243681	0.0846773882197365	7.55037453891504	0.0491572680044134	0.346358315060653
PAICSP6	-1.39368379243681	0.0825840216712533	6.96743814425715	0.0491572680044134	0.346358315060653
REG3A	-1.39338156766455	0.0958561389386205	5.79941626629257	0.0491572680044134	0.346358315060653
RNU6-1329P	-1.39335338345399	0.0971635906228608	6.96213017443304	0.0491572680044134	0.346358315060653
HSP90AB6P	-1.3877946344455	0.0841354825332836	7.25365802797564	0.0491572681582539	0.346358315060653
RN7SL430P	-1.39336066515753	0.0840445795458209	7.70780190611736	0.0491572681814086	0.346358315060653
IGFBP7-AS1	-1.36366372011986	0.231281193905412	5.06008848836429	0.0491572682850204	0.346358315060653
PDLIM1P3	-1.3901117549385	0.0925314543465676	9.14103887916402	0.0491572684548311	0.346358315060653
LINC02891	-1.39713871206481	0.113995529635228	6.05641500181713	0.0491572685179961	0.346358315060653
TEX12	-1.3749778632174	0.190322976040797	5.33775112995768	0.0491572685947223	0.346358315060653
CDK15	-1.40486649826788	0.259338197098798	4.58415908861966	0.0491572688586865	0.346358315060653
RN7SL30P	-1.3714209893209	0.0979582962974507	8.45665341463414	0.0491572689459253	0.346358315060653
RNU1-34P	-1.40829053203637	0.0725541987129415	7.14251904731369	0.0491572690172767	0.346358315060653
RNA5SP440	-1.41190802744116	0.084547887036867	7.24332760253171	0.0491572690178283	0.346358315060653
ZNF80	-1.41212314045177	0.159248355648693	6.18781173335895	0.0491572694666899	0.346358315060653
OR8B8	-1.39033993301848	0.101922118133376	8.34634671591452	0.0491572696009829	0.346358315060653
TMEM78	-1.43214136783089	0.0853477834389604	6.94532927267897	0.0491572700224016	0.346358315060653
RNVU1-8	-1.42344010603451	0.148084877775229	6.20844532349259	0.0491572701579491	0.346358315060653
RN7SL605P	-1.4120665141085	0.0935195315251918	10.7409629133875	0.0491572702888348	0.346358315060653
WFDC10B	-1.44880788950788	0.0800005056017184	7.9550626093459	0.0491572710446585	0.346358315060653
ABR-AS1	-1.44880788950788	0.0736217284850172	5.79226525412799	0.0491572710446585	0.346358315060653
LINC01455	-1.44880788950788	0.0736217284850172	5.79226525412799	0.0491572710446585	0.346358315060653
EFCAB8	-1.44516075490391	0.157842745528024	5.254422412021	0.0491572710446586	0.346358315060653
CYCSP27	-1.43304133654327	0.073144762399737	6.44696214359419	0.0491572714054306	0.346358315060653
RNU1-21P	-1.45055826257222	0.10573920775747	8.27814405327921	0.0491572720804786	0.346358315060653
RN7SL200P	-1.45558601477838	0.0931923437998354	9.33093703042972	0.0491572727698708	0.346358315060653
PRG4	-1.48655490987644	0.159758924988324	5.40569446064383	0.0491572744818572	0.346358315060653
CCNB3	1.01117072732656	1.10030781762288	4.01245043606431	0.0491992605818447	0.346594756745838
VN1R11P	1.14563520607724	0.145177565010755	4.0583235949564	0.0492177867594967	0.346631149933541
MAN2A1	0.24780705771603	5.70755961140729	4.01164857109216	0.0492212861007282	0.346631149933541
RN7SL569P	1.14153404885631	0.147137780682095	4.05430823612065	0.0493259843728581	0.347250581727152
CWC27	0.311408153325284	5.83840288844965	4.00780651183316	0.0493269672860845	0.347250581727152
SLITRK4	0.423836658786336	6.39163465711561	4.00753012142679	0.0493345792424617	0.347250581727152
DOCK11P1	1.22486809894237	0.255041088579546	4.00653737376034	0.0493619305801363	0.347383636052576
KIF17	-0.335595857546713	5.01635714852377	4.00493101289639	0.0494062224019889	0.347635842773748
PCBP1-AS1	0.282471104961004	5.97327006672344	4.00447339509498	0.0494188480568457	0.347665189409323
IGSF1	0.840214091452067	1.94771171567638	4.00229268995951	0.0494790615600888	0.348001334894893
LINC01338	1.25236029003095	0.384522786047459	4.00213004894857	0.0494835555722384	0.348001334894893
SNORD1C	-1.35842678196294	0.0946769214171045	9.50095976283266	0.0495366283769537	0.348280125601666
NARS2	0.424358707951828	3.42676884192563	4.00004089084102	0.049541321372918	0.348280125601666
TANK	0.432583342246805	3.82143535558851	3.99977757279804	0.0495486073630775	0.348280125601666
NPM1P25	1.52874247585774	0.139671400229151	7.04429467255185	0.0495901593676102	0.348512622320309
TMEM268	0.235985443290544	6.21747126239235	3.99766461148344	0.049607114815541	0.348572207999837
ALDOC	-0.28556199932882	7.99928829815047	3.99692920081599	0.0496274957050158	0.348629781755445
ZNF197	0.273304390042172	4.61036338706331	3.99675715094844	0.0496322651360987	0.348629781755445
CATSPERG	0.648817924791491	2.47059503013907	3.99636580694675	0.0496431155128654	0.348646440630064
TTC9C	0.354430549811277	3.84382552449256	3.99435985550135	0.0496987726743591	0.348977720691538
RPL21P87	1.50092008882933	0.146516780461536	9.62196098298965	0.0497411984445311	0.349215994543131
TTC24	-1.16318095475619	0.443998264899555	3.99245916072687	0.049751571654063	0.34922919535935
ALDH4A1	0.520321466830984	3.62445371523843	3.99129768809944	0.0497838658059885	0.349396238597414
ITGA4	0.801899064250163	2.00785003192367	3.98602312943042	0.0499308077536101	0.350115415065765
MTCP1	-1.36653414485382	0.319092188365333	3.98594716916861	0.0499329273255688	0.350115415065765
LINC01470	-1.39739042033884	0.125878586180465	6.89482467002941	0.0499629657651469	0.350115415065765
RPL18AP13	-1.47304592517615	0.129129392844158	6.97349211831663	0.0499629663199452	0.350115415065765
H1-12P	-1.42988464963468	0.131156797881541	7.62183868936852	0.0499629664793085	0.350115415065765
MT-TL2	-1.44576874089082	0.299471363167224	5.10297384858124	0.0499629669383809	0.350115415065765
RPL21P65	-1.45269365258269	0.1507296746311	6.55089854153861	0.0499629675341329	0.350115415065765
NODAL	-1.49429134751725	0.129169320184363	7.13407035575755	0.0499629679150067	0.350115415065765
RGSL1	-1.49922954665981	0.282114662951289	4.11380354712769	0.0499629682783539	0.350115415065765
